,numerai_ticker,ticker_cleaned,name,market_country
5072,JRVR,JRVR,james river group holdings,us
5073,GNK,GNK,genco shipping trading,us
5074,CF,CF,cf industries holdings,us
5075,CTSO,CTSO,cytosorbents,us
5076,THS,THS,treehouse foods,us
5077,DISCA,DISCA,discovery,us
5078,DISCK,DISCK,discovery,us
5079,TROX,TROX,tronox holdings,us
5080,ISBC,ISBC,investors bancorp,us
5081,IRBT,IRBT,irobot,us
5082,SPR,SPR,spirit aerosystems holdings,us
5083,ACCO,ACCO,acco brands,us
5084,ROLL,ROLL,rbc bearings,us
5085,AMSF,AMSF,amerisafe,us
5086,HOMB,HOMB,home bancshares (conway ar),us
5087,BKD,BKD,brookdale senior living,us
5088,AMP,AMP,ameriprise financial,us
5089,CROX,CROX,crocs,us
5090,SPWR,SPWR,sunpower,us
5091,UAA,UAA,under armour,us
5092,LDOS,LDOS,leidos holdings,us
5093,ZIOP,ZIOP,ziopharm oncology,us
5094,DHT,DHT,dht holdings,us
5095,FNF,FNF,fidelity national financial,us
5096,LYV,LYV,live nation entertainment,us
5097,UEC,UEC,uranium energy,us
5098,HEES,HEES,he equipment services,us
5099,CMG,CMG,chipotle mexican grill,us
5100,FIS,FIS,fidelity national information services,us
5101,KRA,KRA,kraton,us
5102,VNDA,VNDA,vanda pharmaceuticals,us
5103,AVXL,AVXL,anavex life sciences,us
5104,MWA,MWA,mueller water products,us
5105,ATEC,ATEC,alphatec holdings,us
5106,VG,VG,vonage holdings,us
5107,DK,DK,delek us holdings,us
5108,LUNA,LUNA,luna innovations,us
5109,SNCR,SNCR,synchronoss technologies,us
5110,GFN,GFN,general finance,us
5111,PFPT,PFPT,proofpoint,us
5112,GOGO,GOGO,gogo,us
5113,CUBI,CUBI,customers bancorp,us
5114,HTBI,HTBI,hometrust bancshares,us
5115,RDUS,RDUS,radius health,us
5116,POST,POST,post holdings,us
5117,SPLK,SPLK,splunk,us
5118,FB,FB,facebook,us
5119,FANG,FANG,diamondback energy,us
5120,PSX,PSX,phillips 66,us
5121,ASPU,ASPU,aspen group,us
5122,PBYI,PBYI,puma biotechnology,us
5123,GMED,GMED,globus medical,us
5124,NOW,NOW,servicenow,us
5125,BLMN,BLMN,bloomin' brands,us
5126,PANW,PANW,palo alto networks,us
5127,FIVE,FIVE,five below,us
5128,RLGY,RLGY,realogy holdings,us
5129,PGTI,PGTI,pgt innovations,us
5130,CVLT,CVLT,commvault systems,us
5131,PTCT,PTCT,ptc therapeutics,us
5132,QRTEA,QRTEA,qurate retail,us
5133,SEM,SEM,select medical holdings,us
5134,KBR,KBR,kbr,us
5135,EHTH,EHTH,ehealth,us
5136,LMAT,LMAT,lemaitre vascular,us
5137,INFU,INFU,infusystem holdings,us
5138,ICFI,ICFI,icf international,us
5139,TNL,TNL,travel + leisure,us
5140,EVR,EVR,evercore,us
5141,ORBC,ORBC,orbcomm,us
5142,ALGT,ALGT,allegiant travel,us
5143,FOLD,FOLD,amicus therapeutics,us
5144,WU,WU,western union,us
5145,CELH,CELH,celsius holdings,us
5146,HBI,HBI,hanesbrands,us
5147,FSLR,FSLR,first solar,us
5148,FRST,FRST,primis financial,us
5149,WLDN,WLDN,willdan group,us
5150,PRIM,PRIM,primoris services,us
5151,AWI,AWI,armstrong world industries,us
5152,SBH,SBH,sally beauty holdings,us
5153,IPGP,IPGP,ipg photonics,us
5154,CPRX,CPRX,catalyst pharmaceuticals,us
5155,ATHX,ATHX,athersys,us
5156,EBS,EBS,emergent biosolutions,us
5157,AIMC,AIMC,altra industrial motion,us
5158,TAST,TAST,carrols restaurant group,us
5159,CLNE,CLNE,clean energy fuels,us
5160,AVAV,AVAV,aerovironment,us
5161,NCMI,NCMI,national cinemedia,us
5162,SMCI,SMCI,super micro computer,us
5163,EIG,EIG,employers holdings,us
5164,PRTS,PRTS,carpartscom,us
5165,HROW,HROW,harrow health,us
5166,ARAY,ARAY,accuray,us
5167,IBKR,IBKR,interactive brokers group,us
5168,UFS,UFS,domtar,us
5169,BR,BR,broadridge financial solutions,us
5170,FRBA,FRBA,first bank,us
5171,CNK,CNK,cinemark holdings,us
5172,CAI,CAI,cai international,us
5173,TTGT,TTGT,techtarget,us
5174,PODD,PODD,insulet,us
5175,INFN,INFN,infinera,us
5176,JAZZ,JAZZ,jazz pharmaceuticals,us
5177,LLNW,LLNW,limelight networks,us
5178,CDXC,CDXC,chromadex,us
5179,DFS,DFS,discover financial services,us
5180,PRO,PRO,pros holdings,us
5181,SCOR,SCOR,comscore,us
5182,MASI,MASI,masimo,us
5183,ALSN,ALSN,allison transmission holdings,us
5184,G,G,genpact,us
5185,VMW,VMW,vmware,us
5186,TDC,TDC,teradata,us
5187,MSCI,MSCI,msci,us
5188,LPLA,LPLA,lpl financial holdings,us
5189,CVI,CVI,cvr energy,us
5190,ULTA,ULTA,ulta beauty,us
5191,APEI,APEI,american public education,us
5192,ENSG,ENSG,ensign group,us
5193,LL,LL,lumber liquidators holdings,us
5194,SCU,SCU,sculptor capital management,us
5195,NFBK,NFBK,northfield bancorp (staten island ny),us
5196,TITN,TITN,titan machinery,us
5197,LRN,LRN,stride,us
5198,ACBI,ACBI,atlantic capital bancshares,us
5199,OESX,OESX,orion energy systems,us
5200,FOR,FOR,forestar group,us
5201,SATS,SATS,echostar,us
5202,EBSB,EBSB,meridian bancorp,us
5203,CSII,CSII,cardiovascular systems,us
5204,AWK,AWK,american water works,us
5205,V,V,visa,us
5206,CFX,CFX,colfax,us
5207,FN,FN,fabrinet,us
5208,HCCI,HCCI,heritagecrystal clean,us
5209,PM,PM,philip morris international,us
5210,HI,HI,hillenbrand,us
5211,CCXI,CCXI,chemocentryx,us
5212,ZGNX,ZGNX,zogenix,us
5213,SWI,SWI,solarwinds,us
5214,ERII,ERII,energy recovery,us
5215,KKR,KKR,kkr,us
5216,VRS,VRS,verso,us
5217,NX,NX,quanex building products,us
5218,CDNA,CDNA,caredx,us
5219,FLDM,FLDM,fluidigm,us
5220,CDXS,CDXS,codexis,us
5221,IPI,IPI,intrepid potash,us
5222,ECHO,ECHO,echo global logistics,us
5223,MRC,MRC,mrc global,us
5224,IOVA,IOVA,iovance biotherapeutics,us
5225,LOPE,LOPE,grand canyon education,us
5226,SB,SB,safe bulkers,us
5227,MG,MG,mistras group,us
5228,BKI,BKI,black knight,us
5229,ATVI,ATVI,activision blizzard,us
5230,TREE,TREE,lendingtree,us
5231,JBT,JBT,john bean technologies,us
5232,RXN,RXN,rexnord,us
5233,BERY,BERY,berry global group,us
5234,MYRG,MYRG,myr group,us
5235,VRSK,VRSK,verisk analytics,us
5236,AVGO,AVGO,broadcom,us
5237,MDRX,MDRX,allscripts healthcare solutions,us
5238,GPRE,GPRE,green plains,us
5239,DMRC,DMRC,digimarc,us
5240,SLCA,SLCA,us silica holdings,us
5241,ADUS,ADUS,addus homecare,us
5242,TXMD,TXMD,therapeuticsmd,us
5243,H,H,hyatt hotels,us
5244,FTNT,FTNT,fortinet,us
5245,KAR,KAR,kar auction services,us
5246,OMER,OMER,omeros,us
5247,RCM,RCM,r1 rcm,us
5248,IRDM,IRDM,iridium communications,us
5249,GNRC,GNRC,generac holdings,us
5250,CALX,CALX,calix,us
5251,ST,ST,sensata technologies holding,us
5252,CRMD,CRMD,cormedix,us
5253,SPSC,SPSC,sps commerce,us
5254,AVEO,AVEO,aveo pharmaceuticals,us
5255,MSGN,MSGN,msg networks,us
5256,FIBK,FIBK,first interstate bancsystem,us
5257,APO,APO,apollo global management,us
5258,IRWD,IRWD,ironwood pharmaceuticals,us
5259,PLOW,PLOW,douglas dynamics,us
5260,QNST,QNST,quinstreet,us
5261,EXPR,EXPR,express,us
5262,STNG,STNG,scorpio tankers,us
5263,GDOT,GDOT,green dot,us
5264,CBOE,CBOE,cboe global markets,us
5265,MXL,MXL,maxlinear,us
5266,ENV,ENV,envestnet,us
5267,AOSL,AOSL,alpha omega semiconductor,us
5268,FLT,FLT,fleetcor technologies,us
5269,NPTN,NPTN,neophotonics,us
5270,AMRS,AMRS,amyris,us
5271,FAF,FAF,first american financial,us
5272,TSLA,TSLA,tesla,us
5273,AMRC,AMRC,ameresco,us
5274,VPG,VPG,vishay precision group,us
5275,VRA,VRA,vera bradley,us
5276,BWXT,BWXT,bwx technologies,us
5277,ASMB,ASMB,assembly biosciences,us
5278,HZNP,HZNP,horizon therapeutics public,us
5279,WD,WD,walker dunlop,us
5280,CLAR,CLAR,clarus,us
5281,EVTC,EVTC,evertec,us
5282,PACB,PACB,pacific biosciences california,us
5283,TRGP,TRGP,targa resources,us
5284,SAVE,SAVE,spirit airlines,us
5285,CSOD,CSOD,cornerstone ondemand,us
5286,CMRE,CMRE,costamare,us
5287,BKU,BKU,bankunited,us
5288,PCRX,PCRX,pacira biosciences,us
5289,BAH,BAH,booz allen hamilton holding,us
5290,ACRX,ACRX,acelrx pharmaceuticals,us
5291,REVG,REVG,rev group,us
5292,SUPN,SUPN,supernus pharmaceuticals,us
5293,KOS,KOS,kosmos energy,us
5294,AL,AL,air lease,us
5295,WIFI,WIFI,boingo wireless,us
5296,HII,HII,huntington ingalls industries,us
5297,THR,THR,thermon group holdings,us
5298,SEAS,SEAS,seaworld entertainment,us
5299,SXC,SXC,suncoke energy,us
5300,ARMK,ARMK,aramark,us
5301,CHEF,CHEF,chefs' warehouse,us
5302,MPC,MPC,marathon petroleum,us
5303,ZG,ZG,zillow group,us
5304,LIVX,LIVX,livexlive media,us
5305,HMST,HMST,homestreet,us
5306,MSBI,MSBI,midland states bancorp,us
5307,RM,RM,regional management,us
5308,GRPN,GRPN,groupon,us
5309,AMCX,AMCX,amc networks,us
5310,ENPH,ENPH,enphase energy,us
5311,ASPN,ASPN,aspen aerogels,us
5312,TSE,TSE,trinseo,us
5313,TLYS,TLYS,tilly's,us
5314,ZNGA,ZNGA,zynga,us
5315,REGI,REGI,renewable energy group,us
5316,PRLB,PRLB,proto labs,us
5317,EPAM,EPAM,epam systems,us
5318,BCEI,BCEI,bonanza creek energy,us
5319,VCRA,VCRA,vocera communications,us
5320,MTSI,MTSI,macom technology solutions holdings,us
5321,CHUY,CHUY,chuy's holdings,us
5322,MTDR,MTDR,matador resources,us
5323,BCOV,BCOV,brightcove,us
5324,FBHS,FBHS,fortune brands home security,us
5325,FRG,FRG,franchise group,us
5326,CG,CG,carlyle group,us
5327,XYL,XYL,xylem,us
5328,ENVA,ENVA,enova international,us
5329,GO,GO,grocery outlet holding,us
5330,VVNT,VVNT,vivint smart home,us
5331,AXGN,AXGN,axogen,us
5332,GWRE,GWRE,guidewire software,us
5333,NBHC,NBHC,national bank holdings,us
5334,VAC,VAC,marriott vacations worldwide,us
5335,ACHC,ACHC,acadia healthcare,us
5336,VSTM,VSTM,verastem,us
5337,PBF,PBF,pbf energy,us
5338,YELP,YELP,yelp,us
5339,FBIO,FBIO,fortress biotech,us
5340,CPRI,CPRI,capri holdings,us
5341,TRIP,TRIP,tripadvisor,us
5342,IGT,IGT,international game technology,us
5343,GLNG,GLNG,golar lng,us
5344,TPH,TPH,tri pointe homes,us
5345,CBRE,CBRE,cbre group,us
5346,BLKB,BLKB,blackbaud,us
5347,TRTN,TRTN,triton international,us
5348,SNDR,SNDR,schneider national,us
5349,ALNY,ALNY,alnylam pharmaceuticals,us
5350,NUVA,NUVA,nuvasive,us
5351,ANGO,ANGO,angiodynamics,us
5352,CATM,CATM,cardtronics,us
5353,UCTT,UCTT,ultra clean holdings,us
5354,CNS,CNS,cohen steers,us
5355,LXFR,LXFR,luxfer holdings,us
5356,SBBP,SBBP,strongbridge biopharma,us
5357,LYB,LYB,lyondellbasell industries,us
5358,FRO,FRO,frontline,us
5359,ESI,ESI,element solutions,us
5360,NETI,NETI,eneti,us
5361,ALLE,ALLE,allegion,us
5362,GAN,GAN,gan,us
5363,LPG,LPG,dorian lpg,us
5364,ATH,ATH,athene holding,us
5365,APG,APG,api group,us
5366,NVT,NVT,nvent electric,us
5367,ACA,ACA,arcosa,us
5368,IMUX,IMUX,immunic,us
5369,ESGC,ESGC,eros stx global,us
5370,IMAX,IMAX,imax,us
5371,LULU,LULU,lululemon athletica,us
